business_name,category,website,google_rating,review_count,phone,address
Café Mojo,South Indian restaurant,/url?q=https://m.facebook.com/Cafemojotrv/&opi=79508299&sa=U&ved=0ahUKEwj385Hr67yUAxWLRmwGHYBtNNMQ61gI-QcoDw&usg=AOvVaw1f7kHXJo7PNPJ0i01XCjy8,4.1,,0471 243 0437,"Shaheen Building Pattom Kowdiar Road Near Kuravankonam, Kowdiar, Thiruvananthapuram, Kerala 695003"
The Olive Restaurant,Arab restaurant,/url?q=http://www.theoliverestaurants.com/&opi=79508299&sa=U&ved=0ahUKEwibn7ih7LyUAxVTxTgGHeImDjgQ61gIGygQ&usg=AOvVaw2vyLJLWgdKMQaQlIyOT4q7,4.1,,090205 45454,"O-1, Jawahar Nagar Rd, Bhagavathy Nagar, Kowdiar, Thiruvananthapuram, Kerala 695003"
Bab Arabia,Turkish restaurant,,4.2,,073567 79888,"Pattom - Kowdiar Rd, next to SFS Mayfair Appartment, Marappalam, Thiruvananthapuram, Kerala 695004"
Pankayam,Seafood restaurant,/url?q=http://pankayamindia.com/&opi=79508299&sa=U&ved=0ahUKEwi4wI-k7LyUAxUzxDgGHb6GDe4Q61gIHSgS&usg=AOvVaw3nA2KBreBThzJJk0is2U1F,4.0,,094950 29029,"JUST AFTER UNDERPASS, Bakery Flyover, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033"
Longtime,Fine dining restaurant,/url?q=https://www.facebook.com/pg/longtimeindia&opi=79508299&sa=U&ved=0ahUKEwjP97Cl7LyUAxWKjGMGHYmWIeUQ61gIGygQ&usg=AOvVaw27F1PCFsfVH0bzoVwyR76E,4.3,,098958 05888,"A 23, Jawahar Nagar, Sasthamangalam, Thiruvananthapuram, Kerala 695003"
"Diners' Summit - Restaurant, North Indian, Naden food, buffet, vegetarian restaurant",North Indian restaurant,,4.6,,086069 00603,"Biverah Hotel & Suites, Kumarapuram Pattom Road, Medical Collage (Post ), 695011, Thiruvananthapuram, Kerala 695011"
Garden Grille & Bar,Restaurant,,4.2,,081118 86844,"FWXX+QW8, Punnen Rd, Statue, Palayam, Thiruvananthapuram, Kerala 695001"
Azad Restaurant at Over Bridge,Non Vegetarian Restaurant,/url?q=http://www.azadazad.com/&opi=79508299&sa=U&ved=0ahUKEwj8x8TC7LyUAxURUGcHHbW4DncQ61gIGSgO&usg=AOvVaw0ulJSEFzCMWv-cJ992v8rV,3.8,,097458 97450,"Overbridge, Mele, Pazhavangadi, Thiruvananthapuram, Kerala 695036"
Plated Trivandrum,Middle Eastern restaurant,/url?q=https://instagram.com/plated.trivandrum%3Figshid%3DYmMyMTA2M2Y%3D&opi=79508299&sa=U&ved=0ahUKEwjq3djS7LyUAxXa1jgGHcCIGpEQ61gIGSgQ&usg=AOvVaw3q48GnWlGQhfO3176A-O0R,4.4,,087144 78718,"Trivandrum Bakery Palayam Rd, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695001"
Taste of Kerala,Kerala restaurant,,4.0,,075111 12281,"Beach Road, Kovalam, Thiruvananthapuram, Kerala 695527"
Amrutam Vegetarian Restaurant,Vegetarian restaurant,/url?q=https://www.amrutamrestaurant.com/&opi=79508299&sa=U&ved=0ahUKEwiOl-bX7LyUAxWUzDgGHW6ZNlIQ61gIGigQ&usg=AOvVaw27DNt5sm3NZq3cqEqunOQn,4.5,,096331 44544,"Devaswom Board Jct, Nanthancodu, Thiruvananthapuram, Kerala 695003"
Imperial Kitchen Kowdiar,Fine dining restaurant,/url?q=https://imperialkitchen.in/&opi=79508299&sa=U&ved=0ahUKEwiD5Nr_7LyUAxXAd2wGHZxtBJ4Q61gIHSgS&usg=AOvVaw1dWGZ9DWZdh30_QC6QIqXX,4.1,,0471 231 1789,"Favourite Centrium, KowdiarTTC Road, Kowdiar, Devaswom Board Jct, near Federal Bank, Kowdiar, Thiruvananthapuram, Kerala 695003"
Nadan Restaurant,Restaurant,,4.8,,,"Lawish Groceries- RESTAURANT, Kesavadasapuram-Ulloor Rd, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Deyvee Restaurant,Restaurant,/url?q=https://qbuypanda.com/store/9&opi=79508299&sa=U&ved=0ahUKEwjZhcWJ7byUAxUgVmwGHaW-JjcQ61gIGSgQ&usg=AOvVaw1LRbZ6FA7RNvn4vKDaa7xe,4.1,,094976 89245,"Nalumukku-Kaithamukku Rd, Nalumukku, Kaithamukku, Thiruvananthapuram, Kerala 695008"
The Kanchipuram Cafe,Indian restaurant,,4.2,,080757 25208,"Gangothri, AIR Road, Cotton Hill, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
BLND Restobar,Restaurant,/url?q=https://sfshomebridge.in/pyramid/restobar&opi=79508299&sa=U&ved=0ahUKEwi0veiU7byUAxVnXWwGHY_VD0UQ61gIGCgS&usg=AOvVaw36U8ZmaBv81fnD2l4fJmNK,4.5,,096330 53222,"SFS Cyber Palms Rd, near Nexa Motors, Karimanal, Kochuveli, Thiruvananthapuram, Kerala 695583"
Trivanz Food Court – Seafood Restaurant in Trivandrum,Seafood restaurant,/url?q=https://trivanzseafoodrestaurant.com/&opi=79508299&sa=U&ved=0ahUKEwjF3KGW7byUAxXpTWcHHZbWGUEQ61gIFygS&usg=AOvVaw0n7CX7bWzcoXahOSQi1RxH,3.6,,073060 74916,"World Market Rd, near LULU MALL, opposite O by Tamara, Anayara, Thiruvananthapuram, Kerala 695029"
The Yellow Chilli,North Indian restaurant,/url?q=https://facebook.com/pg/theyellowchillitrivandrum&opi=79508299&sa=U&ved=0ahUKEwj0mbnW7LyUAxVuyzgGHfgNKLsQ61gIHCgR&usg=AOvVaw1TozBMzNVA4gDmzn-Z0n1z,4.4,,073561 05999,"GXJ6+JW9, Aswathy Complex, Near Narmada Shopping Complex, Pipeline Rd, Ambalamukku, Thiruvananthapuram, Kerala 695003"
PARAGON RESTAURANT LULU TRIVANDRUM,Kerala restaurant,/url?q=https://www.paragonrestaurant.in/&opi=79508299&sa=U&ved=0ahUKEwiOpKjI7byUAxUASWwGHXyFCRcQ61gIHSgS&usg=AOvVaw02V1YecVk0rme36Hn1jnzN,4.3,,0471 222 0060,"2nd Floor, Lulu International Shopping Mall, Kochuveli, Thiruvananthapuram, Kerala 695029"
Sree Arul Jyothi,South Indian restaurant,,4.0,,0471 247 0240,"FWWX+H7M, Mahatma Gandhi Rd, Opposite Secretariat, Palayam, Thiruvananthapuram, Kerala 695001"
Good Morning Hotel,Non Vegetarian Restaurant,,4.5,,094961 04021,"next to State Bank of India P O, Karamana, Thiruvananthapuram, Kerala 695002"
Steampot Restaurant,Kerala restaurant,/url?q=https://www.steampot.in/&opi=79508299&sa=U&ved=0ahUKEwiIsuTV7byUAxWZV3ADHcdIBJYQ61gIGygS&usg=AOvVaw12y3pUy6r_UyoCxTL52h5c,3.7,,091421 34992,"TC 82/1133, Raj Tower, Pattoor - Vanchiyoor Rd, Vanchiyoor, Thiruvananthapuram, Kerala 695035"
Pai's kitchen,South Indian restaurant,,4.0,,,"Archana Building, General Hospital Rd, Palayam, Thiruvananthapuram, Kerala 695001"
Lantern Grove Restaurant,Restaurant,/url?q=https://www.lanterngrove.in/&opi=79508299&sa=U&ved=0ahUKEwjV5-LK7byUAxVL3zgGHd16IHAQ61gIHSgS&usg=AOvVaw2uRLo4sJeTbKjcPKz6DAVQ,4.3,,090483 99979,"All India Radio Rd, opposite La posh, Cotton Hill, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
Alibaba & 41 Dishes - Trivandrum,Kerala restaurant,/url?q=http://www.alibaba41dishes.com/&opi=79508299&sa=U&ved=0ahUKEwiJyL6X7ryUAxVKb2wGHR5ALb0Q61gIHSgS&usg=AOvVaw3la6soFqe3mfTnSmrEgAW9,3.8,,080890 61122,"Sasthamangalam Rd, opp. Indira Bhavan, Althara Nagar, Vellayambalam, Thiruvananthapuram, Kerala 695010"
Zam Zam Restaurants YMR,Cafe,/url?q=https://www.zamzamrestaurants.com/buncafe.html&opi=79508299&sa=U&ved=0ahUKEwiwgYTX7byUAxV3bmwGHSNlApUQ61gIHCgS&usg=AOvVaw2M-WGh24Ki_y39Pd5pWhKn,4.2,,098099 98080,"YMR Nandancode Road, YMR Jct, Nanthancodu, Thiruvananthapuram, Kerala 695003"
"Vayalil Restaurant, The Finedine, eanchakkal",Family restaurant,,3.7,,096336 79707,"Thiruvananthapuram Byp, opposite SBI ATM, Eanchakkal, Thiruvananthapuram, Kerala 695008"
Aryaas Vegetarian Restaurant,Vegetarian restaurant,,3.9,,,"Medical College, opposite to police station, Murinjapalam, Thiruvananthapuram, Kerala 695011"
Ariya Nivaas Restaurant,Vegetarian restaurant,,4.2,,094000 00769,"Manorama Rd, near Thampanoor, Aristo Junction, Thampanoor, Thiruvananthapuram, Kerala 695014"
Malabar Cafe,Family restaurant,/url?q=http://hyattregencytrivandrum.com/&opi=79508299&sa=U&ved=0ahUKEwiv9s3z7ryUAxXSTWwGHb-xBQQQ61gIFygS&usg=AOvVaw0Jobsotfy7kklyPP6qN21U,4.2,,062386 00446,"Hyatt Regency, CV Raman Pillai Rd, Thycaud, Thiruvananthapuram, Kerala 695014"
Khana Peena,South Indian restaurant,,4.2,,081291 92889,"Joy Alukkas, Trivandrum Vizhinjam Rd, East Fort, Attakulangara, Thiruvananthapuram, Kerala 695036"
Supreme Upper Crust,Italian restaurant,,4.3,,0471 272 7722,"Kuravankonam - Maruthoor Rd, opposite Welgate organic, Kowdiar, Thiruvananthapuram, Kerala 695003"
Mani Mess,South Indian restaurant,,4.5,,094477 05775,"TC 40, 540, 3rd Puthen St, near mani fashion jewellwers, Muttathara, Thiruvananthapuram, Kerala 695009"
Salkkaram Edavazhi,Restaurant,/url?q=https://instagram.com/salkaram458%3Figshid%3DMzMyNGUyNmU2YQ%3D%3D&opi=79508299&sa=U&ved=0ahUKEwi7q5em8LyUAxVHR2wGHT23NM0Q61gIGigQ&usg=AOvVaw1MDcfY3_BWWqcUZ2cBfeNs,4.7,,070124 13245,"Koder Ln, Palayam, Thiruvananthapuram, Kerala 695001"
Huddles Cafe,Cafe,/url?q=https://huddlescafe.com/&opi=79508299&sa=U&ved=0ahUKEwj04s-r8LyUAxV0WHADHTD3Fe0Q61gIHSgS&usg=AOvVaw1fYkzOAcJkJocs5T0ksMX-,4.4,,081291 21007,"First floor, Capitol building, TC25, 2850/3-4, Nalanda Ln, Nanthancodu, Thiruvananthapuram, Kerala 695003"
Malabar BitEs Restaurant,Restaurant,,4.1,,095671 94354,"GWCH+6PV Medical College Junction, Chalakkuzhi, Thiruvananthapuram, Kerala 695033"
Cafe Hive,South Indian restaurant,,4.3,,092077 22256,"Hotel Dimora, Railway Station Road, opp. Central, Overbridge, Thampanoor, Thiruvananthapuram, Kerala 695001"
Neerali Restaurant,Indian restaurant,,4.1,,090613 31999,"Pazhaya Rd, Murinjapalam, Thiruvananthapuram, Kerala 695011"
Rajila Hotel,Kerala restaurant,,4.1,,099950 72797,"Priyadarsini Nagar, Vallakkadavu, Thiruvananthapuram, Kerala 695008"
Hotel Aruna (Pure veg),Vegetarian restaurant,,4.0,,0471 247 5893,"T.C.14/2345 MG Road Near VJT Hall, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695034"
Varnam Seafood Restaurant,Seafood restaurant,/url?q=http://www.varnamcaterers.com/&opi=79508299&sa=U&ved=0ahUKEwic_KOa8byUAxX3VWwGHf2wOzgQ61gIHCgS&usg=AOvVaw21pTVVSzhfv0kHy43nbahn,3.6,,0471 232 0327,"Bakery Jct Rd, Near RBI, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033"
Burj Al Mandi Restaurant,Middle Eastern restaurant,,4.2,,0471 405 8444,"Opposite Fort Police Station, Attakulangara, Thiruvananthapuram, Kerala 695009"
Azad Star at Vazhuthacaud,Kerala restaurant,/url?q=https://www.azadazad.com/&opi=79508299&sa=U&ved=0ahUKEwitkYaz8byUAxVMfGwGHTJZMGgQ61gIHSgS&usg=AOvVaw0gbnlP8zZV9WFLc1nep-7i,4.0,,097458 97452,"CV Raman Pillai Rd, opposite Bharat Petrol Pump, Bakery, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
Dindigul Thalappakatti Restaurant,Indian restaurant,/url?q=https://thalappakatti.com/&opi=79508299&sa=U&ved=0ahUKEwjOusG18byUAxUPSGwGHW7iOYUQ61gIGygQ&usg=AOvVaw2OdUc6Nri8VG-84BAEeCSC,4.2,,078239 00012,"No.1556/1,& 157/8, ground Floor, 1st and 2nd floor, Pattom, Thiruvananthapuram, Kerala 695004"
RASOI by RUCHI,Restaurant,/url?q=http://www.ruchifoods.org/&opi=79508299&sa=U&ved=0ahUKEwil0pa88byUAxXyZmwGHbJ2Es8Q61gIGygS&usg=AOvVaw1RHrOqCkYSqTzIg2ILbzZ-,4.3,,062829 17722,"Adrak Hotel Building, Medical College Kumarapuram Rd, Kumarapuram, Thiruvananthapuram, Kerala 695011"
North Bites,North Indian restaurant,,4.2,,097191 37692,"Kailash Nagar, Vivekananda Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Open House Restaurant,Family restaurant,,4.0,,0471 246 7695,"Kunnumpuram Rd, opp. sbi, Kunnumpuram, Pulimoodu, Thiruvananthapuram, Kerala 695001"
Poorna Family Restaurant,Family restaurant,,4.1,,0471 233 0648,"FWWX+6MW, Purna Lane, Statue, Palayam, Thiruvananthapuram, Kerala 695001"
The Tides,Restaurant,/url?q=https://www.theleela.com/the-leela-kovalam-a-raviz-hotel/restaurants/the-tides%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-leela-kovalam-a-raviz-hotel-kovalam-the-tides%26utm_content%3Drestaurant-website-click&opi=79508299&sa=U&ved=0ahUKEwivlZu28ryUAxVdUWwGHayBCsUQ61gIGSgQ&usg=AOvVaw0JBPYhllxORy9D-WmV0PV5,4.3,,0471 669 1111,"The Leela Kovalam, A Raviz Hotel, Kovalam, Beach Road, beach, Kovalam, Thiruvananthapuram, Kerala 695527"
Poomaram Ram's Kitchen,Kerala restaurant,/url?q=http://www.youtube.com/c/PoomaramRamsKitchen&opi=79508299&sa=U&ved=0ahUKEwiI_sy48ryUAxW3R2wGHawhNRUQ61gIHCgS&usg=AOvVaw3CHOtZEaidVS1ksd0X5j-x,3.4,,097471 15660,"Kazhakootam - Kovalam Bypass Road, Anayara Rd, near Lulu, Ambara Suits, Venpalavattom, Thiruvananthapuram, Kerala 695029"
Nikunjam Restaurant,South Indian restaurant,/url?q=https://qbuypanda.com/restaurants-qbuypanda/NIKUNJAM_QBUYPANDA&opi=79508299&sa=U&ved=0ahUKEwjmiozF8ryUAxViaHADHY7DNcMQ61gIGigQ&usg=AOvVaw3xmjmn-3vZ2NjIOccDI0fh,4.0,,075920 90807,"Opposite Tagore Theatre, Vazhuthacaud, Thycaud, Thiruvananthapuram, Kerala 695010"
SK Restaurant,Kerala restaurant,,4.3,,099614 69990,"746, Kuravankonam Ambalamukku Rd, near Binoy Marbles, Ambalamukku, Thiruvananthapuram, Kerala 695003"
Hotel Dimora Thiruvananthapuram,,/url?q=https://www.thedimorahotels.com/dimora-thiruvananthapuram/&opi=79508299&sa=U&ved=0ahUKEwjH4s3Y87yUAxXScmwGHWybCaMQ61gIFSgQ&usg=AOvVaw0Y9DW9FXalEe8d5HEkXCqh,4.4,,0471 666 5333,"Opp. Central Railway Station, Thampanoor, Thiruvananthapuram, Kerala 695001"
Sri Aiswariya Vegetarian Restaurant,Vegetarian restaurant,,3.8,,094476 56655,"Building No. 15, Lavender Designer Boutique Near, 963, CV Raman Pillai Rd, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
Le Capital Seafood & Grills,Seafood restaurant,,3.8,,080890 44494,"Ground Floor, Chandrasekharan Nair Stadium, Palayam, Thiruvananthapuram, Kerala 695034"
Paradise Family Restaurant,Biryani restaurant,,4.6,,089214 08112,"Ulloor Pump, Ulloor Junction, P T Chacko Nagar, Ulloor, Thiruvananthapuram, Kerala 695011"
Ummees Seafood Restaurant,Restaurant,,4.0,,,"GX44+Q9X, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033"
Konkan Café Vivanta Thiruvananthapuram,Restaurant,/url?q=https://www.vivantahotels.com/en-in/hotels/vivanta-thiruvananthapuram/restaurants/konkan-cafe-thiruvananthapuram%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3Dkonkan-cafe-thiruvananthapuram-cla%26utm_content%3Dkonkan-cafe-thiruvananthapuram-cla-gmb&opi=79508299&sa=U&ved=0ahUKEwiO5MyW9ryUAxVHSGcHHQ7pNEEQ61gIGygS&usg=AOvVaw31zFJ5oFBxgJEawWhVDeui,4.7,,0471 402 2100,"Vivanta Thiruvananthapuram, Extra Police Rd, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033"
Kerala Hotel,Kerala restaurant,,3.5,,099952 76467,"GW72+R9, Oruvathilkotta, Aakkulam, Thiruvananthapuram, Kerala 695029"
Hotel Kuttanad,North Indian restaurant,,3.5,,,"Palayam Airport Rd, Jai Vihar, Palayam, Thiruvananthapuram, Kerala 695035"
Le Lumiere Restaurant,Arab restaurant,/url?q=https://lelumieregroup.com/&opi=79508299&sa=U&ved=0ahUKEwjJvrfD8LyUAxXcRWcHHdZ1FiQQ61gImgEoEQ&usg=AOvVaw3zQsybV1Km3FAf969igrSQ,4.0,,086067 20000,"Law College Campus Rd, opp. Govt, Barton Hill, Barton Hill Colony, PMG, Thiruvananthapuram, Kerala 695035"
Irani kuzhimandi restaurant,South Indian restaurant,,3.9,,099462 24020,"opp. rbi cottege, Nanthancodu, Thiruvananthapuram, Kerala 695003"
Meenamma's Kitchen,Restaurant,,4.6,,099956 48186,"Kumarapuram Rd, Near GG Hospital, Murinjapalam, Thiruvananthapuram, Kerala 695011"
Mynt,Restaurant,/url?q=https://www.vivantahotels.com/en-in/hotels/vivanta-thiruvananthapuram/restaurants&opi=79508299&sa=U&ved=0ahUKEwi3s6uV9ryUAxWeS2cHHevdLpEQ61gIGSgQ&usg=AOvVaw0wAjbkIuMM31iSSoZnbfaQ,3.9,,0471 402 2100,"Extra Police Rd, University of Kerala Senate House Campus, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033"
Park Malabar Restaurant Trivandrum,Restaurant,,4.6,,079091 23366,"Chalakuzhy Rd, Pottakkuzhi, Thiruvananthapuram, Kerala 695004"
Gujju's Kitchen,Restaurant,,4.8,,,"TC 14/3657, National Highway 47, Opp Smart Bazar Kesavadasapuram, Pattom, Thiruvananthapuram, Kerala 695004"
Kuttanadan Puncha Family Restaurant,Restaurant,/url?q=https://www.instagram.com/kuttanadanpuncha%3Figsh%3DMXd5cGEzdGI0NzJ1Ng%3D%3D&opi=79508299&sa=U&ved=0ahUKEwiwjvHj97yUAxVqUGcHHdMWKisQ61gIGygS&usg=AOvVaw0uNWj7Uxus1sm22UjN1khs,4.0,,085920 83648,"Mahatma Gandhi College - Main Block, opposite M G College Road, opp. Thiruvananthapuram, Chempakassery Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
SAAYA FAMILY RESTAURANT,Kerala restaurant,,3.8,,0471 253 9137,"P.O, Saaya Family Restaurant Ambalamukku Junction Before Ambalamukku Traffic signal, kawdiar, Thiruvananthapuram, Kerala 695003"
MANDI MANZIL,Restaurant,,3.9,,099462 24020,"opp. rbi cottege, Nanthancodu, Thiruvananthapuram, Kerala 695003"
Ambalapatt Restaurant,South Indian restaurant,,3.7,,094470 66647,"GWCR+X8F, Opposite Life Insurance Corporation of India, Pattom, Pattom, Thiruvananthapuram, Kerala 695004"
New Heavens Take Away,Kerala restaurant,,3.7,,0471 353 7943,"Devaswom Board Jct, opposite nirmala Bhavan school, Pandits Colony Extension, Nanthancodu, Thiruvananthapuram, Kerala 695003"
The Chef's Studio,Restaurant,,4.8,,092880 01155,"Vellar, Vazhamuttom, Thiruvananthapuram, Kerala 695527"
Jasmine Bay Restaurant,Fine dining restaurant,/url?q=https://www.tajhotels.com/en-in/hotels/taj-green-cove/restaurants/jasmine-bay%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3Dtaj-green-cove-jasmine-bay&opi=79508299&sa=U&ved=0ahUKEwjy4KrC8ryUAxVObmwGHacpHzEQ61gIGygQ&usg=AOvVaw3e6agzmv-Q80aQb6EOqm-W,4.1,,0471 661 3000,"Taj Green Cove Resort & Spa, GV Raja Rd, Kovalam, Thiruvananthapuram, Kerala 695527"
Oriental Spice,Chinese restaurant,,4.1,,0471 272 9922,"Musaliar Buildings, Pattom - Kowdiar Rd, Near Federal Bank, Kuravankonam, Thiruvananthapuram, Kerala 695003"
Ariya Jyothi Vegetarian Restaurant,South Indian restaurant,,3.6,,0471 254 5645,"Pattom Square, Near One, Lekshmi Nagar, Pattom, Thiruvananthapuram, Kerala 695004"
Al Taza - Trivandrum,Shawarma restaurant,/url?q=http://www.al-taza.com/&opi=79508299&sa=U&ved=0ahUKEwio-I_k-ryUAxWRcGwGHfv4KMwQ61gIFygO&usg=AOvVaw1IyrcyvZk_5aONNek9EEzM,4.4,,075111 73333,"Kuravankonam, Thiruvananthapuram, Kerala 695003"
Aasife Biriyani - Kesavadasapuram (Trivandrum),Indian restaurant,/url?q=https://aasifebiriyani.com/store-locator/thiruvananthapuram/aasife-biriyani-pattom-tiruvandhpuram&opi=79508299&sa=U&ved=0ahUKEwjI5I2U9ryUAxV1SmwGHYP1GLQQ61gIHSgS&usg=AOvVaw2laIAC9tCz6noYYQE1jaZf,4.5,,091291 21277,"The Vintage by Favourite Homes TC 14/4227(1, 2/3/4, Ulloor - Akkulam Rd, near by Ideal Home Appliance, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Porotta Hut,Indian restaurant,/url?q=https://www.porottahut.com/&opi=79508299&sa=U&ved=0ahUKEwjCuvml-byUAxXBcmwGHaseAv4Q61gIGSgQ&usg=AOvVaw1MY5LsgWAek6pqExgrBNwl,3.9,,098958 89757,"Kuranganoor Road, Pattom, Thiruvananthapuram, Kerala 695004"
Akshayam Pure Vegetarian Restaurant,Vegetarian restaurant,,3.7,,,"GXF3+F77, Kuravankonam, Thiruvananthapuram, Kerala 695003"
