business_name,category,website,google_rating,review_count,phone,address
Destination Designers - Travel and Tour Management Company,Travel agency,/url?q=http://www.destinationdesigners.in/&opi=79508299&sa=U&ved=0ahUKEwi5-6ryj72UAxVRTGwGHYJMF14Q61gIFygS&usg=AOvVaw0haYIZ_AqOA55iYXILW22a,4.7,,090726 46362,"Bhadra Center, Kunnumpuram Rd, opp. Dhanya Remya Theatre Complex, Ayurveda College Junction, Pulimoodu, Thiruvananthapuram, Kerala 695001"
Careerline Travel Consultant,Travel agency,/url?q=http://www.careerlineonline.com/&opi=79508299&sa=U&ved=0ahUKEwiw0bfzj72UAxVnTmwGHTjvMsUQ61gIFygS&usg=AOvVaw1ZolHxKF9wqS9WJ8m0NlCm,4.2,,094966 52205,"Mullasseri Tower, Gandhari Amman Kovil Rd, Santhi Nagar, Pulimoodu, Thiruvananthapuram, Kerala 695001"
Medisol Placements Private Limited :Leading Healthcare recruitment consultancy,Employment consultant,/url?q=http://www.medisolplacements.com/&opi=79508299&sa=U&ved=0ahUKEwjcq8X0j72UAxXgR2wGHchWBPkQ61gIFygS&usg=AOvVaw3-2ZV4xwy--GAcKHKUakTY,3.8,,097784 11951,"Medical college P O, pin code, TC14/1530(1, Padinjattil Ln, Thiruvananthapuram, Kerala 695011"
Pratheeksha Job Consultancy,Employment center,,4.9,,079947 43309,"Door No:28, 336, Hospital Rd, opposite District Hospital, Nedumangad, Kerala 695541"
Connect 2 Job HR Consultancy services,Human resource consulting,/url?q=http://hr4you.co.in/&opi=79508299&sa=U&ved=0ahUKEwjMluT2j72UAxVQSGwGHdikDFsQ61gIFygS&usg=AOvVaw3KoiB9suTJ2vQRex9L1tIz,4.9,,063036 48923,"SRA 62, Gokulam, opp. Fathima Engineering Pvt Ltd, Nalumukku, Kaithamukku, Thiruvananthapuram, Kerala 695023"
Akbar Travels of India Pvt Ltd - Trivandrum,Travel agency,/url?q=https://www.akbartravels.com/&opi=79508299&sa=U&ved=0ahUKEwi0sPX3j72UAxVnUGwGHQtuLRUQ61gIFSgQ&usg=AOvVaw386PM_up0cPCCqmNbPVDUE,4.6,,0471 415 6000,"Our Towers, Althara Nagar, Vellayambalam, Thiruvananthapuram, Kerala 695010"
Airtravel Enterprises India Limited,Travel agency,/url?q=https://www.ate.travel/&opi=79508299&sa=U&ved=0ahUKEwjEu4H5j72UAxVoZmwGHTXJOz4Q61gIFygS&usg=AOvVaw1qmi1AwYCXWv1yBTX17zLm,4.2,,099958 09901,"LMS Junction, Corporation Building, Ground Floor, New, Palayam, Thiruvananthapuram, Kerala 695033"
M&G Immigration & Study Abroad Consultants | Best Canada Immigration Consultants in Trivandrum | Overseas Education Kerala,Educational consultant,/url?q=https://www.mandgworld.com/&opi=79508299&sa=U&ved=0ahUKEwiNzpD6j72UAxVISmwGHSSVE58Q61gIFygS&usg=AOvVaw1iHcI5maO0N0WzgKF5ZHfO,4.9,,085940 55555,"1st Floor, Nikunjam Saras Building, 47, National Highway, Pattom, Thiruvananthapuram, Kerala 695004"
KAILAS AGENCIES,Electronics wholesaler,,4.0,,080860 76861,"Manikandeswaram Temple, Peroorkada Manikanteswaram Nettayam Rd, NETTAYAM, Thiruvananthapuram, Kerala 695013"
VICTORY AGENCIES,Building materials store,,4.7,,099610 22569,"BY PASS ROAD, Killipalam, Attakulangara, Thiruvananthapuram, Kerala 695009"
Kerala Travels,Travel agency,/url?q=http://www.keralatravels.in/&opi=79508299&sa=U&ved=0ahUKEwipiPDckL2UAxXeR2wGHUO5AeMQ61gIFSgQ&usg=AOvVaw3TciXveD4KgqkTXd6-fze0,4.7,,0471 402 1630,"Yaathrika, Vellayambalam Jct, Althara Nagar, Vellayambalam, Thiruvananthapuram, Kerala 695010"
International Agencies,Pharmaceutical Products Wholesaler,,3.4,,,"CPGP Towers, Palayam, Thiruvananthapuram, Kerala 695001"
Talent Resource Management,Employment agency,/url?q=http://www.talentrm.com/&opi=79508299&sa=U&ved=0ahUKEwi7xZffkL2UAxWlRmcHHUTLB68Q61gIFygS&usg=AOvVaw1VEEscsfdO_P_oplErMgYT,3.6,,0471 232 2125,"TC.14/1819(2, MR Towers, Bakery Jct Rd, near St.Joseph's Cathedral, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695034"
Phoenixwings HR Solutions,Employment center,,3.4,,077367 94630,"TC 26/1754(1) Ground Floor DeviNandanam, Uppalam Rd, Statue, Thiruvananthapuram, Kerala 695001"
MediaMate Advertising India (P) Ltd,Advertising agency,/url?q=http://www.mediamate.in/&opi=79508299&sa=U&ved=0ahUKEwjMhbnhkL2UAxVGTWcHHUq4DjcQ61gIFygS&usg=AOvVaw2xBD8aRzJwJH9GpuFgz5q-,4.3,,0471 272 2721,"2, MLR 106A, Mangalam Ln, behind Post Office, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
Travel Nivriti,Travel agency,/url?q=http://www.travelnivriti.com/&opi=79508299&sa=U&ved=0ahUKEwiFuNLikL2UAxW0aHADHdlPJ9kQ61gIFygS&usg=AOvVaw0Ruw3fcPW-dYBfSxwu_Ru1,4.9,,099956 03261,"Catholic Centre Shopping Complex General Hospital, Junction, Statue Rd, near St. Joseph School, Thiruvananthapuram, Kerala 695001"
Ushus Services,House cleaning service,/url?q=http://ushuscleaningservices.com/&opi=79508299&sa=U&ved=0ahUKEwiVuuHjkL2UAxUrXmwGHaFEDrwQ61gIFygS&usg=AOvVaw2sCWAxTjRJ12OXk57FoKKG,5.0,,079076 78077,"PRANAVAM TC 10, 925 8, Peroorkada Rd, PO, Ambalamukku, Thiruvananthapuram, Kerala 695003"
Good Way Solutions,Consultant,,4.5,,088486 68021,"Ayurveda College Junction, Pulimoodu, Thiruvananthapuram, Kerala 695001"
IRIS Job Consultancy,Unemployment office,,5.0,,,"ÌRÌS Job Consultancy opp Southpark Motors, Vazhayila - Kallayam Rd, Thiruvananthapuram, Kerala 695005"
MK AGENCIES,Animal feed store,,4.9,,081388 88969,"Grandhasala Rd, Poojapura, Thiruvananthapuram, Kerala 695012"
Swiggy Onboarding Office Thiruvananthapuram,Employment agency,,2.5,,072591 00795,"5th Floor, Ed Heights, Pattom, Thiruvananthapuram, Kerala 695004"
ITJobcell,Employment agency,/url?q=http://www.itjobcell.com/&opi=79508299&sa=U&ved=0ahUKEwid77-lkb2UAxUZWHADHbYwHDMQ61gIFygS&usg=AOvVaw2DZBzWDb4j5jIy66oII4Uj,4.7,,095262 58800,"IInd Floor, Opp: Chaithanya Eye Hospital, National Highway 47, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
VK Agency,Building materials supplier,/url?q=https://vk-agency.ueniweb.com/&opi=79508299&sa=U&ved=0ahUKEwiq6Mymkb2UAxVyS2cHHY4bAHoQ61gIEygQ&usg=AOvVaw3toAHt395C0R-9as8DxQLd,,,097464 02666,"GX39+FF2, Kochar Rd, near Rdr Auditorium, Cotton Hill, Edapazhanji, Thiruvananthapuram, Kerala 695014"
ALPHA TOURS AND TRAVEL AGENCY TRIVANDRUM,Travel agency,/url?q=https://alphatravelsolutions.com/&opi=79508299&sa=U&ved=0ahUKEwj29N2nkb2UAxUmUGcHHegSOJ4Q61gIFygS&usg=AOvVaw2dH8S5xlreSz-PMpwj-Gfl,4.9,,097411 00032,"1st Floor, Ovil Complex, MC Rd, opp. Bus Stop, Prasanthnagar, Vattappara, Kerala 695028"
Class one Tours and Travels,Travel agency,/url?q=http://www.classonekerala.com/&opi=79508299&sa=U&ved=0ahUKEwja8vWokb2UAxVlUGcHHZkhDdgQ61gIFygS&usg=AOvVaw3X9oFSO5mxkfnPcsom4VIa,4.4,,098951 55258,"TC 36/1628(1, Vallakkadavu, Sra 71, PO, Muttathara, Thiruvananthapuram, Kerala 695008"
STS Travels Online.,Travel agency,,4.5,,096334 47951,"Sulekha Textiles, TC 29/198 Second floor of, Vellayambalam - Sasthamangalam Rd, P.O, Thiruvananthapuram, Kerala 695010"
Restik Brand,Advertising agency,/url?q=https://restikbrand.com/&opi=79508299&sa=U&ved=0ahUKEwj3-aarkb2UAxUfSGwGHTyEPMMQ61gIFygS&usg=AOvVaw0HSiJ1G_8GaB8e48yNbV9a,4.9,,088482 09795,"1st floor, Relcon Plaza, T.C. 17/3478, opposite LIC Lane, Pattom, Thiruvananthapuram, Kerala 695004"
Somans Leisure Tours India Pvt. Ltd Thiruvananthapuram,Tour operator,/url?q=http://somansleisuretours.com/&opi=79508299&sa=U&ved=0ahUKEwjY_rOskb2UAxVHSmwGHZ1iKcYQ61gIFygS&usg=AOvVaw2EedOzSyMdqrd6GOHt4TZ_,4.3,,073565 65329,"TC 22 / 2860 KILICHETTAN LANE, Sankar Rd, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
"Global Internationale – Abroad Jobs, Study Abroad & Visa Consultants",Employment consultant,/url?q=http://www.globalinternationalpvtltd.com/&opi=79508299&sa=U&ved=0ahUKEwjui8r1kb2UAxVgZWwGHcZPHC0Q61gIFSgQ&usg=AOvVaw0STB_VnJHSBXHrl5vnmj6d,3.9,,077361 41870,"Laham Commercial Complex, near Al Uthuman School, Kazhakkoottam, Kaniyapuram, Kerala 695582"
Aruna Agencies,Plumbing supply store,,4.8,,0471 244 9885,"GW9H+358, Krishna Vihar, Kumarapuram, Thiruvananthapuram, Kerala 695011"
Career Home,Employment agency,,5.0,,,"Sunrise Plaza, near South Indian Bank, Krishna Vihar, Kumarapuram, Thiruvananthapuram, Kerala 695011"
"Universal Manpower Service, Trivandrum",Employment agency,,1.0,,098952 54746,"GX34+C5H, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033"
The Write People,Marketing agency,/url?q=http://www.thewritepeople.co/&opi=79508299&sa=U&ved=0ahUKEwifl6_Lkr2UAxV_aHADHdE9OcYQ61gIFSgQ&usg=AOvVaw1B2qM46wdm4wPGHNuG3IRE,4.6,,079071 52015,"The Write People, 77, Vrindavan Gardens, Pattom, Thiruvananthapuram, Kerala 695004"
Texas Tours & Travels,Travel agency,https://sites.google.com/view/texastoursandtravels/home,4.1,,099953 22999,"Kochar Raod Near Jagathy school, jagathy, Thiruvananthapuram, Kerala 695014"
S K S Consultancy,Employment center,,2.8,,095262 40136,"5 1st Floor, PRS Court, TC 25/2780, Statue, Ambujavilasam Rd, Thiruvananthapuram, Kerala 695001"
Saraswathy Agencies,Paint store,,5.0,,094474 13170,"Medical College, Prasanth Nagar, PO, Thiruvananthapuram, Kerala 695011"
Supriya Agencies Trivandrum,Fertilizer Store,https://sites.google.com/view/supriya-agencies/home,4.9,,096565 64782,"main gate, opposite, St. Thomas School Rd, Mukkolakkal, Thiruvananthapuram, Kerala 695043"
Farm Information Bureau,Government office,/url?q=http://www.fibkerala.gov.in/&opi=79508299&sa=U&ved=0ahUKEwitv9vTkr2UAxXRS2wGHQx_Ev8Q61gIEygO&usg=AOvVaw0r5gPx4omxcyc_IHCpMw7I,4.2,,0471 232 7550,"Kowdiar, Thiruvananthapuram, Kerala 695003"
Sree Tours - Taxi Service / Wedding Car For Rent Trivandrum Luxury Marriage Car Hire,Taxi service,/url?q=http://sreetours.in/&opi=79508299&sa=U&ved=0ahUKEwjN3_LUkr2UAxWUSmwGHRG2AjMQ61gIFSgQ&usg=AOvVaw1qolj31XkVCtzD7BZosnS8,4.9,,098470 19292,"TC 11/ 625/1 bell villa, nalanda jn, Nanthancodu, Thiruvananthapuram, Kerala 695003"
Bismi Agencies,Hardware store,,5.0,,087148 01363,"angalamman kovil street, Marakkada Rd, Chalai Bazaar, Chalai, Thiruvananthapuram, Kerala 695036"
PALAZHY TOURS & TRAVELS PVT. LTD.,Tour operator,/url?q=http://www.palazhytourz.com/&opi=79508299&sa=U&ved=0ahUKEwiliL_Xkr2UAxVncGwGHUg6CrgQ61gIFygS&usg=AOvVaw3SOLHSXdLIqRtc3Y7Lp1gp,4.6,,094968 17647,"Omkaram Building, Pipinmoodu - Mannammola Rd, Jawahar Nagar, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
Rajeevam Manpower Consultant,Human resource consulting,,3.0,,,"HV8F+7VR, Near Revathy Dental Clinic, Bypass Junction, Kazhakkoottam, Kerala 695582"
Ozone Tourism and Travel,Travel agency,/url?q=http://www.ozonetravel.in/&opi=79508299&sa=U&ved=0ahUKEwikkP3akr2UAxVdX2wGHc6JHmAQ61gIFygS&usg=AOvVaw1UsEtzhIBJYRucxwdAj9jt,4.5,,077363 46034,"Surya Hills, T.C. No.98/3632(1, near Technopark, Technopark Campus, Kazhakkoottam, Thiruvananthapuram, Kerala 695582"
Thalikkunnil Sales Incorporate,Waterproofing service,/url?q=http://www.thalikkunnil.com/&opi=79508299&sa=U&ved=0ahUKEwiwk5rckr2UAxUSSmwGHXuuAxgQ61gIFSgQ&usg=AOvVaw29hWT2nszFtBJ8xAyWrTo2,4.8,,092874 41333,"Vayalikkada Road, Kuravankonam - Maruthoor Rd, Rasmi Nagar, Kowdiar, Thiruvananthapuram, Kerala 695003"
Pioneer Agencies,Hardware store,,4.6,,094477 21591,"Ulloor - Akkulam Rd, Pulayanarkotta, Thiruvananthapuram, Kerala 695011"
"EVM WHEELS, Self Drive Rent A Car Company in Thiruvananthapuram/Trivandrum",Car rental agency,/url?q=https://www.evmwheels.com/&opi=79508299&sa=U&ved=0ahUKEwi2wea0k72UAxWgV2wGHemnMnwQ61gIFygS&usg=AOvVaw3YLWjHPkRMuL5Lx1b3IoBS,4.7,,079028 10000,"91/1042(2):GF: Tritvam Building, NH Byepass, 1, Anayara Rd, near Karikkakom Temple, Thiruvananthapuram, Kerala 695029"
Voyages Kerala,Tour operator,/url?q=https://www.voyageskerala.com/&opi=79508299&sa=U&ved=0ahUKEwjA9dXCk72UAxXpcGwGHbWqGOwQ61gIFigR&usg=AOvVaw23-b9_osy4sxcubjpfW0UV,4.2,,093870 66801,"FXR4+H9W, opposite Amma Thotil, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014"
VETTATH AGENCIES,Auto parts store,,4.2,,0471 259 1029,"HW28+JPF, Market Rd, Sreekaryam, Thiruvananthapuram, Kerala 695017"
Devi Agencies,Plumbing supply store,,4.3,,093872 23838,"GX9J+42F, Thiruvananthapuram, Kerala 695030"
Tours and travels,Tour operator,,4.7,,089431 97846,"BUS TERMINAL, Basement , Shop No B11 KSRTC, Thampanoor, Thiruvananthapuram, Kerala 695001"
Care Health Insurance,Health insurance agency,/url?q=https://www.careinsurance.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3DCHI9403&opi=79508299&sa=U&ved=0ahUKEwi1y8fIk72UAxW2SGcHHWHREDUQ61gIFygS&usg=AOvVaw3RDlKLLjjPqi67LbvTaPMV,3.2,,092894 54828,"3rd floor, Menathottam Chambers, Door number T.C. 2, 2442/9, Palace, Pattom, Thiruvananthapuram, Kerala 695004"
