business_name,category,website,google_rating,review_count,phone,address
SEO Services in Kerala,Marketing agency,/url?q=http://www.arunvs.in/&opi=79508299&sa=U&ved=0ahUKEwi6qKuv_byUAxUfU2wGHSrSNo8Q61gIFygS&usg=AOvVaw02ci0iSrgMnhDsr34mcPi6,5.0,,081369 97768,"Sree Devi, Sreehills Colony, TC 18/1897 SRWA 14, JRA 325, TV nagar, Thiruvananthapuram, Kerala 695006"
Delta Security Services,Security guard service,/url?q=https://www.deltasecurityservicesindia.com/&opi=79508299&sa=U&ved=0ahUKEwiIiOWx_byUAxXJWHADHZuMGYAQ61gIFygS&usg=AOvVaw0KTERExMrpgZK8YUuQAzJS,4.0,,099950 21025,"TC - 19/2039, Oonnampara, TV Station Rd, Peroorkada, Thiruvananthapuram, Kerala 695005"
SS Services,Refrigerator repair service,,,,,"Viswambharan Road, Kaimanam Vivek Nagar Residential Association, Pappanamcode, Thiruvananthapuram, Kerala 695018"
Clean Master,House cleaning service,/url?q=http://www.thecleanmasters.in/&opi=79508299&sa=U&ved=0ahUKEwiJx_fl_byUAxWaTGwGHfUQHlIQ61gIFSgQ&usg=AOvVaw2adXwHRhuhZkoBg_CkpsYP,4.8,,091889 52240,"TC 2/394, Pallinada, Kazhakkoottam, Thiruvananthapuram, Kerala 695582"
Green Placement,House cleaning service,/url?q=https://greenplacementindia.com/&opi=79508299&sa=U&ved=0ahUKEwjK7aHs_byUAxURV3ADHeRBBBUQ61gIFygS&usg=AOvVaw3pjBINdrClSTGHaRVqnMma,5.0,,094474 11454,"Office No.1, 3rd Floor, Shivas Tower, near, Attinkuzhi Rd, near Technopark Road, Pallinada, Thiruvananthapuram, Kerala 695582"
Malankara Social Service Society,Non-profit organization,/url?q=http://www.msss.org/&opi=79508299&sa=U&ved=0ahUKEwjDm__4_byUAxUDe2wGHTmsLrIQ61gIFygS&usg=AOvVaw0p6TZ88_FDuSF4SzBJy8U0,4.4,,0471 255 2892,"Campus, St Marys Ln, Vivekananda Nagar, Pattom, Thiruvananthapuram, Kerala 695004"
4 M Security & Allied Services Pvt. Ltd,Security guard service,/url?q=https://4msecurity.in/&opi=79508299&sa=U&ved=0ahUKEwiUlcv7_byUAxUIfGwGHWb_AdgQ61gIFSgQ&usg=AOvVaw15ujBofwdnFIFHpEOwYVKW,3.7,,094461 76733,"T.C. 5/2429, Kumaralayam, Ambalamukku, Thiruvananthapuram, Kerala 695003"
Kerala Public Service Commission,Government office,/url?q=https://www.keralapsc.gov.in/&opi=79508299&sa=U&ved=0ahUKEwio-of-_byUAxWJUGcHHdNqFT8Q61gIFCgP&usg=AOvVaw2OSwXXPtqxMiERoX2AQOSt,3.5,,0471 244 7201,"GW9R+XG6, MG Road Near Pattom Junction Palace Pattom Thulasi Hills, Kerala 695004"
Nova Services,Print shop,,5.0,,097445 28199,"GXCJ+H6J, Thiruvananthapuram, Kerala 695030"
REFILL STATION,Printer repair service,/url?q=https://wa.me/qr/LIFO724MT6JQK1&opi=79508299&sa=U&ved=0ahUKEwi1jbnO_ryUAxWfd2wGHSKGKx4Q61gIFSgQ&usg=AOvVaw05FHEuAqS0oTKvFKKtfI3I,4.4,,094953 44488,"LIC Junction, Pattom, Thiruvananthapuram, Kerala 695004"
We Care Facility Management Services,Contractor,,4.3,,095676 09444,"Plamoodu - Thekkamoodu Rd, Plammoodu, Thiruvananthapuram, Kerala 695003"
Rentokil Initial Hygiene India - Kerala,Sanitation service,/url?q=https://www.initial.com/in/about-initial-hygiene/locations/kerala%3Futm_source%3Dorganic%26utm_medium%3DGMB%2Blisting%26utm_campaign%3DKerala&opi=79508299&sa=U&ved=0ahUKEwiNtrjU_ryUAxWYT2wGHQv7D3sQ61gIFSgQ&usg=AOvVaw3IpvZBmVM2Lt8kR3V1vJKw,4.8,,1800 266 2200,"TC 24/397 (ARA 110), Ambalamuk, Kowdiar, Thiruvananthapuram, Kerala 695003"
OM ONLINE SERVICES,Desktop publishing service,,5.0,,,"TC 48/2549/5, PUTHENKADA JUNCTION, Thirumala-Thrikkannapuram Rd, Thiruvananthapuram, Kerala 695006"
ONLINE SERVICES,Social services organization,,,,,"MUSIC COLLEGE ROAD, near SBI COMMERCIAL BRANCH, Aristo, Thycaud, Thiruvananthapuram, Kerala 695001"
Sulabh International Social Service Organisation,Social services organization,,3.0,,0471 243 6041,"3C 43/300, Vayanasala Keshava Pillai Rd, near Old Passport Office, Overbridge, Chalai Bazaar, Kaithamukku, Thiruvananthapuram, Kerala 695024"
TrueLine Facility Management Service,Security service,,5.0,,098095 35260,"Trivandrum Vizhinjam Rd, Manacaud, Thiruvananthapuram, Kerala 695009"
DHL Express (India) Pvt. Ltd,Courier service,/url?q=https://locations-in.express.dhl.com/courier-service-in-vellayambalam-thiruvananthapuram-kerala/home&opi=79508299&sa=U&ved=0ahUKEwjEgrmn_7yUAxWwSGwGHYloINQQ61gIFygS&usg=AOvVaw3SIXXsvWW3zqiFPrwG42BI,4.5,,080 3546 9564,"Gangothri Buldng, Vellayambalam - Sasthamangalam Rd, opp. to SBI-NRI, Althara Nagar, Vellayambalam, Thiruvananthapuram, Kerala 695010"
RevolxIT Learning and AI solutions Pvt Ltd(Previously STC Technology),Software Training Institute,/url?q=https://www.revolxit.com/&opi=79508299&sa=U&ved=0ahUKEwjF76qq_7yUAxV3bmwGHSNlApUQ61gIFygS&usg=AOvVaw3GKtl7HttKY0s9Aq70GFg7,4.5,,085900 73104,"3rd Floor, Sona Building, TC 3/2777(5, Junction, above SBI Treasury Branch, opposite to Indian Oil Petrol Bunk, Pattom, Thiruvananthapuram, Kerala 695004"
"Civil Service Institute Pala, Trivandrum Campus",Coaching Center,/url?q=http://www.civilservicepala.com/&opi=79508299&sa=U&ved=0ahUKEwjOhMWr_7yUAxWiRmwGHbmhHtkQ61gIFygS&usg=AOvVaw1SLzpzRPPMsDGRcPKCIaWJ,4.1,,094974 31000,"3rd Floor Lourde Center Lourde Church, Junction, PMG, Thiruvananthapuram, Kerala 695033"
Gate light solutions,Security service,/url?q=https://www.gatelightsolutions.com/&opi=79508299&sa=U&ved=0ahUKEwjb692s_7yUAxXcSmwGHTBgDKcQ61gIFSgQ&usg=AOvVaw3W16P5dtFsrtQWW5-qXj-P,5.0,,073565 02824,"Lalbag road, DPI, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
Signs & Marks,Business management consultant,/url?q=http://www.signsandmarks.com/&opi=79508299&sa=U&ved=0ahUKEwjkg4Su_7yUAxVVSWwGHY5SEVgQ61gIFygS&usg=AOvVaw33ji1bpPJ3EHjT5s8E4oXD,4.7,,0471 230 7605,"VL – 61-D, T.C. No. 26/1588(2, Vikas Ln, near PMG, opposite HP Petrol Pump, University of Kerala Senate House Campus, P O, Vanchiyoor, Thiruvananthapuram, Kerala 695035"
National career service center for differently abled,Post office,/url?q=https://www.ncs.gov.in/&opi=79508299&sa=U&ved=0ahUKEwj_0aev_7yUAxXKUGcHHddvBtkQ61gIECgL&usg=AOvVaw3OXl5cjqqd9lbexpJIYnMK,4.8,,,"GWVR+27C, Nalanchira, Parottukonam, Thiruvananthapuram, Kerala 695015"
smash cleaning company,Cleaning Services,,3.3,,082811 32888,"kulathoor,thiruvandhapurum kerala, trivandram, Kerala 695583"
SAP Consultancy & Training Services(SAPC),Consultant,,4.9,,097479 80970,"Vivekananda Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
AVM Facility Management,Property management company,/url?q=http://avmfms.com/&opi=79508299&sa=U&ved=0ahUKEwj_mLL__byUAxUpamwGHQPMHKsQ61gIFigR&usg=AOvVaw2FiEmhNFlejejWslrdeh4n,4.2,,086063 55558,"5th Floor, Door No: 505, Devi Scan Building, PO, near SBI Bank Medical College, Kumarapuram, Thiruvananthapuram, Kerala 695017"
BASE LANDS Services & Solutions Consultants,Consultant,,5.0,,,"FWCX+M79, near Ibaco, Manacaud, Thiruvananthapuram, Kerala 695009"
Thalikkunnil Sales Incorporate,Waterproofing service,/url?q=http://www.thalikkunnil.com/&opi=79508299&sa=U&ved=0ahUKEwjfjvWVgL2UAxXWT2wGHYj5KLAQ61gIFSgQ&usg=AOvVaw0Mm2jLZUhlaaSFrDFQ0MKC,4.8,,092874 41333,"Vayalikkada Road, Kuravankonam - Maruthoor Rd, Rasmi Nagar, Kowdiar, Thiruvananthapuram, Kerala 695003"
Manoj Hire Services,Transportation service,,5.0,,096458 36655,"Medicalcollege, 4, Kumarapuram Rd, Anayara, Thiruvananthapuram, Kerala 695011"
BMG SECURITY SERVICES,Security guard service,/url?q=https://bmgsecurity.in/&opi=79508299&sa=U&ved=0ahUKEwjf8deYgL2UAxV-d2wGHV4UCHIQ61gIFygS&usg=AOvVaw0STAuFpqEeK88gOEjLfroh,5.0,,094475 73000,"APRA-15, 1st Floor, T.C, W Fort - Swathi Nagar Rd, Thiruvananthapuram, Kerala 695008"
Home Nursing Service,Employment center,,2.3,,,"GX44+6M2, Paris Rd, Bakery Junction, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695014"
TidyGlow,House cleaning service,/url?q=https://tidyglow.in/&opi=79508299&sa=U&ved=0ahUKEwjfw4jSgL2UAxXwUGcHHSYnPf8Q61gIFSgQ&usg=AOvVaw1SbsoMrbFV5vlxAjpdnvej,4.9,,097787 58245,"Vetturoad, near railway gate, Thiruvananthapuram, Kaniyapuram, Kerala 695582"
Divya matha Home Nursing services,Nursing agency,,4.2,,095263 36570,"GWHG+5J2, Ulloor - Akkulam Rd, Kochulloor, Ulloor, Thiruvananthapuram, Kerala 695011"
FALKEN SECURITY& FACILITY SERVICES PVT LTD,Corporate office,,5.0,,,"Melemukku, Pothencode, Keezhthonnakkal, Kerala 695584"
Uber - Centro de Activación,Software company,/url?q=https://help.uber.com/&opi=79508299&sa=U&ved=0ahUKEwi1m8eMgb2UAxVb2DgGHXkXBNgQ61gIEygO&usg=AOvVaw2avIBNb5jBwiams5YWTd-7,3.9,,,"TC - 1335 - 15, Poonthi Road Ground Floor, Avittom Building, Medical College Kumarapuram Rd, P.O, Thiruvananthapuram, Kerala 695011"
LIFE CARE SERVICE HUB,Life insurance agency,/url?q=http://www.amulyamplusinvest.com/&opi=79508299&sa=U&ved=0ahUKEwi2if6Ogb2UAxXN2TgGHSxfIEEQ61gIFigR&usg=AOvVaw1nZ1gq5kVXSiOpZhMwV_9a,4.7,,098463 24600,"GWWV+6RX Kurishadi Jn, near by Navajeevan Bethany School, Nalanchira, Thiruvananthapuram, Kerala 695015"
SI Property (Kerala) Private Ltd,Real Estate Builders & Construction Company,/url?q=http://siproperty.in/&opi=79508299&sa=U&ved=0ahUKEwjnuKuQgb2UAxUG1jgGHaWMFMwQ61gIFygS&usg=AOvVaw0sjPUOYJbNxUp4GFcMhK2Q,4.5,,0471 243 0177,"Silver Oaks Apartments, Golf Links Rd, near Golf Club, Bhagavathy Nagar, Kowdiar, Thiruvananthapuram, Kerala 695003"
Pooja Ambulance Service,Ambulance service,,4.4,,098471 65759,"Pooja Ambulance Service, near water authority, Bhasi Nagar, Pongumoodu, Thiruvananthapuram, Kerala 695011"
SKS CONSULTANCY,Real estate agency,,1.7,,093880 80099,"TC 5, 110, Ambalamukku Rd, Devapalan Nagar, Peroorkada, Thiruvananthapuram, Kerala 695005"
THARAVATTIL Outdoor Catering Service,Caterer,,4.1,,0471 230 0043,"Govt law College, Junction, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695035"
Chaithanya Outdoor Catering Services,Caterer,/url?q=https://chaithanya-catering.welcomeyou.in/&opi=79508299&sa=U&ved=0ahUKEwiU8_uYgb2UAxWJwTgGHWBnH8QQ61gIFSgQ&usg=AOvVaw1b5ws9DbycpvaaN6ppIW0C,4.6,,0471 232 1708,"Tc 14/518, Vigneswara Nanadavanam, Vikas Bhavan Po, Paris Road, Paris Road, Thiruvananthapuram, Kerala 695033"
Aerobic Bin Of Thiruvananthapuram City Corporation,Waste management service,,3.7,,,"695011, Ulloor, Kochulloor, Ulloor, Thiruvananthapuram, Kerala 695011"
Excellent Home Nursing Trivandrum,Nursing agency,/url?q=https://www.excellenthomenursing.com/&opi=79508299&sa=U&ved=0ahUKEwiYuKikgb2UAxV83DgGHRVSMDwQ61gIFygS&usg=AOvVaw3Oa5OznGNpCk4PvH03SJ77,4.2,,081291 74269,"Pulimoodu Junction T. C. 82/5041, PRA, T-60 Tank Road, GPO Ln, near Bank employees union hall, Thiruvananthapuram, Kerala 695001"
Swiggy Onboarding Office Thiruvananthapuram,Employment agency,,2.5,,072591 00795,"5th Floor, Ed Heights, Pattom, Thiruvananthapuram, Kerala 695004"
Anna Catering Service & Anna Marriage Event,Caterer,,4.9,,085478 51828,"PLRA 183A, Panachamoodu Ln, Pattom, Thiruvananthapuram, Kerala 695004"
Oxygen Digital Shop - Pattom,Electronics store,/url?q=https://oxygendigitalshop.com/location/mobile-laptop-shop-pattom.html%3Futm_source%3DGMB%26utm_medium%3Dorganic&opi=79508299&sa=U&ved=0ahUKEwi8x7Ccgr2UAxVexTgGHavPJLwQ61gIFygS&usg=AOvVaw2ASTYyBZfk6ehsL10Jql0x,4.5,,090726 07503,"2/2422-3, Pattom Palace Rd Penang Tower, opposite Josco Jwellers, Pattom, Thiruvananthapuram, Kerala 695004"
"Universal Manpower Service, Trivandrum",Employment agency,,1.0,,098952 54746,"GX34+C5H, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033"
MANASI TOUR OPERATOR AND COMMON SERVICE CENTRE,Restaurant,,3.9,,077360 36067,"SHOP NO. 1, MANASI TOURS, Manjalikulam Rd, opp. IITMS, MANJALI, jnKULAM, Thampanoor, Thiruvananthapuram, Kerala 695001"
IBIZ Technology | Internet Leased Line | MPLS | CLOUD | WIFI Solution | Sip Trunk,Computer repair service,/url?q=http://www.ibiztechnology.in/&opi=79508299&sa=U&ved=0ahUKEwipp5Ksgr2UAxWRzjgGHTAmGpEQ61gIFygS&usg=AOvVaw34XYHTyHNmViGxOBvJcPN8,4.9,,099616 40005,"SCNRA, B Street, near Pipeline Road, Kowdiar, Thiruvananthapuram, Kerala 695003"
Delta Services,Mobile phone repair shop,/url?q=http://www.delta.com/&opi=79508299&sa=U&ved=0ahUKEwjY1M6ugr2UAxXVzDgGHVX7Ib8Q61gIFCgP&usg=AOvVaw3xU3osKepwjcYSQ3uv_LBB,4.0,,085474 71046,"GWGC+89W, Pulayanarkotta, Thiruvananthapuram, Kerala 695011"
Kaigo Home Healthcare,Home health care service,/url?q=https://kaigohomehealthcare.com/&opi=79508299&sa=U&ved=0ahUKEwio196ngb2UAxVY4jgGHQKACjUQ61gIFygS&usg=AOvVaw3mjMoBMmnsRrzHrwAW83nv,4.7,,097780 09890,"2nd Floor, Preetha Building, to, Thirumala Rd, Poojapura, Thiruvananthapuram, Kerala 695012"
Centre for Management Development,Consultant,/url?q=https://cmd.kerala.gov.in/&opi=79508299&sa=U&ved=0ahUKEwjFn6O1gr2UAxUKzDgGHXJgGmoQ61gIFygS&usg=AOvVaw2vv7qkW4wLTCiisOVjEOmJ,3.9,,0471 232 0101,"CV Raman Pillai Rd, near Government Guest House Road, Elankom Nagar, Thycaud, Thiruvananthapuram, Kerala 695014"
common service centre mahindra,Business related,,,,099463 66903,"GWHJ+XHH, Ulloor Garden, Ulloor, Thiruvananthapuram, Kerala 695011"
Jeyem Express Cargo,Courier service,/url?q=https://jeyemexpresscargo.com/&opi=79508299&sa=U&ved=0ahUKEwiY5MC6g72UAxUf4TgGHXtAKngQ61gIFigR&usg=AOvVaw37HYB0azEcPLlAF3ACS8B4,3.0,,093871 68585,"GXC3+RH6, Melurkonam Road, Kuravankonam, Thiruvananthapuram, Kerala 695003"
INTERNATIONAL COURIER,Courier service,,4.8,,077365 32507,"No.7, Kailas plaza pattom near HP petrol pump opposit IOC petrol pump, Kerala 695004"
Smartline Services,House cleaning service,/url?q=http://www.smartlineservice.com/&opi=79508299&sa=U&ved=0ahUKEwiw46PEg72UAxWgzzgGHd02MmcQ61gICigF&usg=AOvVaw25juzRlVE0lyF4YMtRBVEB,3.3,,083049 29471,
EasyNet Digital,Internet marketing service,/url?q=http://easynetdigital.com/&opi=79508299&sa=U&ved=0ahUKEwjt09zFg72UAxVYqWMGHVfNMLUQ61gIFygS&usg=AOvVaw3YsZPtH0HHTxfCRhbaK4xA,4.9,,086062 85454,"2nd Floor, Neelankantam, TC 9/1816 -3, Sankar Rd, opposite Indian Bank, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
The Professional Couriers,Courier service,,3.1,,0471 243 5111,"Vilayil Building, Ambalamukku Junction, Peroorkada, Thiruvananthapuram, Kerala 695005"
Teknokraaft Info Systems,Software company,,4.7,,095269 65055,"TC 12/443 Aswathy, Plamood, Pattom, Thiruvananthapuram, Kerala 695004"
Care Health Insurance,Health insurance agency,/url?q=https://www.careinsurance.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3DCHI9403&opi=79508299&sa=U&ved=0ahUKEwj54efSg72UAxW31TgGHcp6ITgQ61gIFygS&usg=AOvVaw19Eb2NzgCFLWI7G_H5hyiS,3.2,,092894 54828,"3rd floor, Menathottam Chambers, Door number T.C. 2, 2442/9, Palace, Pattom, Thiruvananthapuram, Kerala 695004"
Decathlon Sports - Trivandrum,Sporting goods store,/url?q=https://www.decathlon.in/store/trivandrum&opi=79508299&sa=U&ved=0ahUKEwjimpnVg72UAxV51jgGHQo2F1kQ61gIFSgQ&usg=AOvVaw3dpIBfVhHGI3Wk2oITrp7S,4.6,,095132 10553,"P T, Ulloor, Chacko Nagar, Kochulloor, Ulloor, Thiruvananthapuram, Kerala 695011"
"J Square Mobiles - Main Branch, Sreyas Building, Ulloor",Cell phone store,/url?q=https://karthiiii3dev.github.io/J-SQUARE-MOBILES/&opi=79508299&sa=U&ved=0ahUKEwjC2uLmhL2UAxXY9zgGHf28AHEQ61gIFSgQ&usg=AOvVaw2grWIl-JTyX0CAEgBnz1Ic,4.0,,093886 66661,"Sreyas Building, Ulloor, Kochulloor, Ulloor, Thiruvananthapuram, Kerala 695011"
Prime Weddings and Events - Wedding Event Management Trivandrum,Wedding planner,/url?q=http://www.primeweddingsandevents.com/&opi=79508299&sa=U&ved=0ahUKEwjy8t7rhL2UAxWixzgGHYk8Hu4Q61gIFygS&usg=AOvVaw0b4c7C-O47hvyd07BnQJ79,4.9,,097456 40788,"Sriram, MPRA, Medical College, 116, Elanjimoodu Ln, P O, Murinjapalam, Thiruvananthapuram, Kerala 695011"
Medisol Placements Private Limited :Leading Healthcare recruitment consultancy,Employment consultant,/url?q=http://www.medisolplacements.com/&opi=79508299&sa=U&ved=0ahUKEwi02bCqgb2UAxUo3zQHHX4HMSMQ61gInAIoEQ&usg=AOvVaw3S_-7RT2WkEo77f7UjCiYP,3.8,,097784 11951,"Medical college P O, pin code, TC14/1530(1, Padinjattil Ln, Thiruvananthapuram, Kerala 695011"
Onbyz Automations,Automation company,/url?q=https://www.onbyzautomations.com/&opi=79508299&sa=U&ved=0ahUKEwj5ncfxhL2UAxVHxjgGHQxxDDYQ61gIFSgQ&usg=AOvVaw1_cY3YL6eZoYPE85XMR-T6,4.8,,090619 40444,"Puthussery Building, M.A.R.A. 3A Anchumukku Road P.O, Muttada, Thiruvananthapuram, Kerala 695025"
Mythri Home Nursing Service,Home health care service,,3.4,,,"MRW8+PF, National Highway 47, Attingal, Kerala 695101"
Rajeevam Manpower Consultant,Human resource consulting,,3.0,,,"HV8F+7VR, Near Revathy Dental Clinic, Bypass Junction, Kazhakkoottam, Kerala 695582"
Soorya Catering (Pure Vegetarian),Caterer,,4.9,,099474 52733,"256, Seetha Bhavan, palace road, opposite Dr Balachandran, Rose Garden, Kochulloor, Ulloor, Thiruvananthapuram, Kerala 695011"
PAVANA Placement Service,Employment agency,,,,0471 243 1652,"GXM7+VQF, Abhaya Nagar, Devapalan Nagar, Peroorkada, Thiruvananthapuram, Kerala 695005"
"Thycaud, trivandrum",Recruiter,,4.8,,,"TC 25, 989, Rakush, near Jas Hotel, Thycaud, Thiruvananthapuram, Kerala 695036"
Pflege Career | Best German Consultancy In Kerala,Educational consultant,/url?q=https://www.pflegecareer.com/&opi=79508299&sa=U&ved=0ahUKEwjRpeDChr2UAxUzzjgGHVlzBOoQ61gIFygS&usg=AOvVaw1KOZWNmzkCB-197MCQRjkz,5.0,,090748 47617,"1st Floor, Wee Spaces, RELCON PLAZA, 17/3478, opposite LIC T.C, Pattom, Thiruvananthapuram, Kerala 695004"
GG Hospital,Hospital,/url?q=http://www.gg-hospital.com/&opi=79508299&sa=U&ved=0ahUKEwiK4qPFhr2UAxXMyjgGHeSHJCkQ61gIFygS&usg=AOvVaw11bl2Th8Ov6ZLAiX9DuRZ9,4.6,,0471 429 9299,"Medical College, Pattom Kumarapuram Rd, Murinjapalam, Thiruvananthapuram, Kerala 695011"
Aham Builders Consultants & Developers,Real Estate Builders & Construction Company,/url?q=https://www.ahambuilders.in/&opi=79508299&sa=U&ved=0ahUKEwjj5bLJhr2UAxXSzTgGHYYrJTYQ61gIEygO&usg=AOvVaw0xWYTmikK1Ux_i56QlPrO_,4.3,,090743 92382,"Ulloor Garden, Ulloor, Thiruvananthapuram, Kerala 695011"
Compu Shoppe,Computer accessories store,/url?q=http://www.compushoppe.com/&opi=79508299&sa=U&ved=0ahUKEwifzMzKhr2UAxV43TgGHXE4Np8Q61gIFygS&usg=AOvVaw29uuOVVXdJVZb64Z17jrxc,3.7,,090619 90088,"Shop No: 16, TRIDA Complex, Pazhaya Rd, near KSFE, Medical College, Thiruvananthapuram, Kerala 695011"
LLOYDS INSPECTION AGENCY PVT LTD | India Office,,/url?q=http://www.lloydsinspection.com/&opi=79508299&sa=U&ved=0ahUKEwiZquvLhr2UAxXGS3ADHbUSDMgQ61gIFygS&usg=AOvVaw1qDnV-YrUMZYo86OF7jFG2,3.3,,0484 487 0880,"TC 10, PO, near ISRO Office, Vattiyoorkavu, Valley View Gardens, Kumarapuram, Thiruvananthapuram, Kerala 695029"
