business_name,category,website,google_rating,review_count,phone,address
WowFactor MediCosmetic Skin & Laser Centre,Skin care clinic,/url?q=http://www.wowfactorindia.com/&opi=79508299&sa=U&ved=0ahUKEwi23NT43LyUAxWfSGwGHX-SNL4Q61gIFygS&usg=AOvVaw0dI02SquWzEgFuFVp5ALYz,4.8,,093884 41441,"Cliff Terrace offices, Kowdiar, YMR Jct, Nanthancodu, Kerala 695003"
Chaithanya Eye Hospital & Research Institute,Hospital,/url?q=http://www.chaithanya.org/&opi=79508299&sa=U&ved=0ahUKEwic8rWK3byUAxWdTmwGHSu3JCAQ61gIEygO&usg=AOvVaw0QfY-hJSftt474Q_mK2I6_,4.3,,0471 295 5500,"Vivekananda Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
SPOTLESS SKIN & HAIR CLINIC,Skin care clinic,,4.7,,098955 05027,"1st Floor, Jackson Towers, Bakery Junction Vazhuthacaud Road, Ganapathy Temple Rd, Thiruvananthapuram, Kerala 695014"
Ageless Skin Clinic,Skin care clinic,/url?q=https://agelessbydranugra.com/&opi=79508299&sa=U&ved=0ahUKEwiCrM-T3byUAxWKTmwGHftQKA0Q61gIFygS&usg=AOvVaw3yBk0lUMYSuD9CA2UhDOqr,5.0,,062380 01552,"Ageless Arcade, Kakkanad Ln, Line, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Aeka Holistic Skin Clinic,Skin care clinic,/url?q=http://www.aekaclinics.com/&opi=79508299&sa=U&ved=0ahUKEwizn6ed3byUAxVBSWwGHacIDT8Q61gIFygS&usg=AOvVaw2clZswo_p-7dNgUMnJgfTW,4.7,,073064 72962,"2nd Floor, GOG Tower, TC 100, 2873/9&11, Attinkuzhi Rd, Pallinada, Kazhakkoottam, Thiruvananthapuram, Kerala 695582"
Wellness Clinic,Medical clinic,,4.8,,,"GWHX+PCV, TKD Rd, Muttada, Thoppil Nagar, Thiruvananthapuram, Kerala 695025"
V Care Skin Clinic& Piles Centre,Medical clinic,,5.0,,094467 94293,"Thiruvananthapuram - Kattakada Rd, Kattakkada, Kerala 695572"
Cosmopolitan Hospital Pvt.Ltd,Private hospital,/url?q=http://www.cosmopolitanhospitals.in/&opi=79508299&sa=U&ved=0ahUKEwiN7-O33byUAxUuTGwGHWODBK4Q61gIFSgQ&usg=AOvVaw27mrt7YKBniQ1BoEbkZmbR,3.5,,0471 252 1252,"Pottakuzhy Rd, Pattom, Thiruvananthapuram, Kerala 695004"
Clear Clinic - Best ENT Clinic in Trivandrum,ENT Specialist,/url?q=https://clear-clinics.com/&opi=79508299&sa=U&ved=0ahUKEwikwMzI3LyUAxX7cGwGHYUuC6kQ61gIqAUoEQ&usg=AOvVaw3HjALmMTwFKY0cjTSN6mq3,4.9,,098465 64545,"Vellayambalam - Vazhuthacaud Rd, opp. State Police Head Quarters, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695010"
SP Fort Hospital,Private hospital,/url?q=http://www.spfort.com/&opi=79508299&sa=U&ved=0ahUKEwjXvIrH3byUAxVDUGcHHSzvKc4Q61gIFSgQ&usg=AOvVaw1p3fRt8zeZWG1UMmgSHIRg,4.6,,0471 245 0540,"Anakottil St, West Fort, Pazhavangadi, Thiruvananthapuram, Kerala 695023"
Rainbow Speciality Clinics,Medical clinic,,5.0,,,"SECOND FLOOR, TRINITY CENTRE, T.C. 14/4354/5, Kesavadasapuram Jct, Pattom P.O, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Serene Derma,Skin care clinic,/url?q=https://serenederma.com/&opi=79508299&sa=U&ved=0ahUKEwiy9PjR3byUAxXETGwGHcHfNxUQ61gIFygS&usg=AOvVaw1lQPaqYpczqzzxhGC1oeZx,4.6,,090481 03091,"Vellayambalam - Vazhuthacaud Road, VRaman road, opposite Trivandrum club C, Thiruvananthapuram, Kerala 695010"
GG Hospital,Hospital,/url?q=http://www.gg-hospital.com/&opi=79508299&sa=U&ved=0ahUKEwj19vzt3byUAxUuR2wGHSdqF2sQ61gIFygS&usg=AOvVaw3sH43AQC6mRNzm3JPYqLKe,4.6,,0471 429 9299,"Medical College, Pattom Kumarapuram Rd, Murinjapalam, Thiruvananthapuram, Kerala 695011"
Ananthapuri Hospitals and Research Institute (AHRI),Private hospital,/url?q=http://www.ananthapurihospitals.com/&opi=79508299&sa=U&ved=0ahUKEwjnyNzK3byUAxUlQ2cHHePSElwQ61gIFygS&usg=AOvVaw3xQ1IY5wuQ1_J3CLk_GOVb,4.1,,0471 660 9900,"NH bypass 66, Airport Rd, near Courtyard Garden, Chackai, Thiruvananthapuram, Kerala 695024"
Karthika Clinic,Hospital,,4.2,,093878 12172,"FXW8+3WF, Sudarshan Nagar, Edapazhanji, Thiruvananthapuram, Kerala 695014"
Diabetes Care Centre,Diabetes center,/url?q=http://www.diabetescarecentre.in/&opi=79508299&sa=U&ved=0ahUKEwjBz-uJ3ryUAxWXTWcHHWSvEcYQ61gIFSgQ&usg=AOvVaw1mqCEzextY_WEzqNKXshfD,4.9,,077360 11360,"K9, Kochar Rd, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
PRS Hospital,General hospital,/url?q=http://www.prshospital.com/&opi=79508299&sa=U&ved=0ahUKEwiA5PST3ryUAxWiX2wGHTWTARcQ61gIFSgQ&usg=AOvVaw1HnCK6uTa51lcKuig3Q8ML,4.4,,0471 407 3333,"NH 47, Killipalam, Karamana, Thiruvananthapuram, Kerala 695002"
Dr Suchithra's Skin and Hair care,Dermatologist,,4.9,,090747 14272,"1st floor, CM Complex, opposite Chaithanya eye hospital and Opticals, Kunjalumoodu, Shastri Nagar, Karamana, Thiruvananthapuram, Kerala 695002"
Trivandrum Medical Centre,Medical Center,,4.4,,098477 00020,"TC 9/1267, Kalpadrumam, Jawahar Nagar, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
Saatwika Ayurveda Treatment Centre and Hospital Trivandrum,,/url?q=https://www.saatwika.in/&opi=79508299&sa=U&ved=0ahUKEwjvkv3U3ryUAxXwUGcHHSYnPf8Q61gIFygS&usg=AOvVaw1jzD3Z0ymdCsXkzbP-inwU,4.8,,098462 22059,"SEKT 41, Kurup's Lane, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
Credence Hospital - Multi-speciality Family Hospital and IVF Center,Hospital,/url?q=http://www.credencehospital.com/&opi=79508299&sa=U&ved=0ahUKEwjPi7XW3ryUAxUhWHADHW6EAn4Q61gIFygS&usg=AOvVaw2h91AbK-zjPo-CO1MSQnNI,4.6,,0471 403 3333,"Near Ulloor Bridge, Kesavadasapuram Rd, Ulloor, Thiruvananthapuram, Kerala 695011"
Sree Uthradom Thirunal (SUT) Hospital,Private hospital,/url?q=https://sutpattom.com/&opi=79508299&sa=U&ved=0ahUKEwiNnc6W3ryUAxX7WnADHSqfGHgQ61gIFSgQ&usg=AOvVaw2bwCH2CrR9cbtwxIESyybD,4.8,,0471 407 7777,"Near, Palace View Rd, Vrindavan Gardens, Pattom, Thiruvananthapuram, Kerala 695004"
Jubilee Memorial Hospital,Hospital,/url?q=http://www.jubileehospital.org/&opi=79508299&sa=U&ved=0ahUKEwjS0q7e3ryUAxXYaHADHfvbCgoQ61gIFSgQ&usg=AOvVaw2uCNNV78i8QClXgPpNMkES,3.2,,0471 233 4561,"Sunny Meads Ln, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695034"
Aeka Skin Care Clinic - Lulu Mall Trivandrum,Skin care clinic,/url?q=https://aekaclinics.com/&opi=79508299&sa=U&ved=0ahUKEwjj6MPg3ryUAxXeRWwGHa99N0QQ61gIFygS&usg=AOvVaw3bXNzkDPZtxLtDC6GtdXXQ,4.8,,080750 99082,"Ground Floor, TC 91, Lulu Mall, 270-45, Post, Anayara, Kochuveli, Thiruvananthapuram, Kerala 695029"
Dr. Mohan's Diabetes Specialities Centre - Trivandrum | Best Diabetes Clinic | Best Diabetologist,Diabetes center,/url?q=https://drmohans.com/&opi=79508299&sa=U&ved=0ahUKEwiy8dHh3ryUAxV_U2wGHZuMO5sQ61gIFygS&usg=AOvVaw0fHXXfVoX6rQlXp9LbySY8,4.9,,078258 88691,"Daniel Towers, TC No.3/1914-4/5, 2nd Floor, Post, Pattom, Thiruvananthapuram, Kerala 695004"
Skin Essential Clinic,Medical clinic,,3.3,,0471 304 9201,"GX27+PVP, Easwaravilasam Rd, Cotton Hill, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
SkinCare Speciality Centre,Skin care clinic,/url?q=https://www.skincarespeciality.com/&opi=79508299&sa=U&ved=0ahUKEwi7_IPk3ryUAxWuUGcHHZV0L3cQ61gIFygS&usg=AOvVaw2CD4aGP1xu2sRtGtx2jggy,4.1,,0471 255 8848,"P.O, Medical College, Pattom Kumarapuram Rd, opposite to Biverah Hotel, Murinjapalam, Thiruvananthapuram, Kerala 695011"
Sasikala Poly Clinic,Medical clinic,,5.0,,0471 230 6743,"GW3R+4MJ, General Hospital Thampuranmukku Rd, Jai Vihar, Kunnukuzhy, Thiruvananthapuram, Kerala 695035"
Skinn Health By Dr.Shruthi,Skin care clinic,/url?q=http://skinnhealthbyshruthi.com/%3Futm_source%3Dgmb%26utm_medium%3Dreferral&opi=79508299&sa=U&ved=0ahUKEwjAr8Su37yUAxXeSmwGHWpFEsYQ61gIFygS&usg=AOvVaw2yhZdGeAkeJhpKnOGv1s76,4.8,,0471 460 0016,"House No. 10, 1, A Street, Jawahar Nagar, Kowdiar, Thiruvananthapuram, Kerala 695003"
SKINFINITY- Skin Hair Lasers and Anti-aging Clinic,Doctor,/url?q=http://www.skinfinityclinics.com/&opi=79508299&sa=U&ved=0ahUKEwjwr-Ov37yUAxUDS2wGHSQ0CmwQ61gIFSgQ&usg=AOvVaw1C9b5c3kiJwnrbyxxvdFn6,4.9,,062826 63715,"Sasthamangalam - Pipinmoodu Rd, Jawahar Nagar, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
AJ Hospital,Private hospital,/url?q=http://ajhospital.co.in/&opi=79508299&sa=U&ved=0ahUKEwii0IKx37yUAxWfd2wGHSKGKx4Q61gIFSgQ&usg=AOvVaw2C5D62H0oYgGcaWZpLnvuf,3.2,,0471 714 4600,"Kazhakoottam - Kilimanoor Rd, Kazhakuttam, Kazhakkoottam, Thiruvananthapuram, Kerala 695582"
Hormone India ENDOCRINOLOGY & UROLOGY,Urologist,/url?q=https://hormoneindia.com/&opi=79508299&sa=U&ved=0ahUKEwjXy5G237yUAxVhRmcHHTdxOBMQ61gIFygS&usg=AOvVaw1cMvGPaMAh_qd4_gsnG_CS,4.9,,082811 82240,"P.O, TC 31/181-1,Adjacent SBI bank, Peroorkada, Thiruvananthapuram, Kerala 695005"
The Royal Medical Centre,Medical Center,/url?q=https://royalmedicalcenter.in/&opi=79508299&sa=U&ved=0ahUKEwj32KS337yUAxUzS3ADHRaWF5gQ61gIEygO&usg=AOvVaw1qIJEPTRz1F6RggOqNVHQX,5.0,,,"Mfreem Plaza, Mosque Lane, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Dr M Vipin Das Dermatologist,Dermatologist,/url?q=https://www.clinicspots.com/doctor/dr-m-vipin--das&opi=79508299&sa=U&ved=0ahUKEwjg6bW437yUAxXCS2wGHbe6CWsQ61gIFygS&usg=AOvVaw12WHTemZ9g_hDFJfEaOYMm,4.8,,079074 92848,"Sree Chithra nagar, A4, Edapazhanji, Thiruvananthapuram, Kerala 695006"
Cutis International Cosmetic Clinics | Best Hair Transplant & Skin Care Clinic in Trivandrum,Hair transplantation clinic,/url?q=https://cutisinternational.com/&opi=79508299&sa=U&ved=0ahUKEwjV89S537yUAxV2RmwGHayPNL4Q61gIFSgQ&usg=AOvVaw29ygVfNiOdT6jiRAWglRWt,4.9,,097454 33344,"Pottakuzhy Rd, Pattom, Thiruvananthapuram, Kerala 695011"
KIMSHEALTH Hospital Trivandrum,Private hospital,/url?q=https://www.kimshealth.org/trivandrum/%3Futm_source%3Dorganic%26utm_medium%3Dgbp%26utm_campaign%3Dgbp-link&opi=79508299&sa=U&ved=0ahUKEwj0nOPj37yUAxUDV3ADHdW6ImgQ61gIFygS&usg=AOvVaw0I6vWnR9xHVj0TIDwArt3l,4.3,,0471 471 3400,"No.1, P.B, Anayara Rd, P.O, Thiruvananthapuram, Kerala 695029"
"Dr. Derma Skin, Hair & Cosmetic Center",Skin care clinic,,4.8,,062380 69383,"Kavaradi Rd, Pettah, Thiruvananthapuram, Kerala 695024"
"DermaVue Skin & Plastic Surgery, Lasers & Hair Transplant | Dermatologist Thiruvananthapuram",Dermatologist,/url?q=https://dermavue.com/locations/dermavue-thiruvananthapuram-skin-hair-clinic/&opi=79508299&sa=U&ved=0ahUKEwiZgeqd37yUAxXDT2wGHYhvBdwQ61gIFygS&usg=AOvVaw1cm95U51UdoDANRGtAQRs7,4.7,,083308 60007,"TC 42, 3003-2, Poojappura Main Rd, Kesari Nagar, Poojapura, Chengalloor, Thiruvananthapuram, Kerala 695012"
The Skin Clinic,Medical clinic,,4.0,,,"Near Ulloor Bridge, Pattom P.O, Aiswarya Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Dr. Zeen Aesthetics Clinic Pvt Ltd (poly clinic),Skin care clinic,,5.0,,,"FXW5+WVQ, MP Appan Rd, DPI, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
Gitanjali Eye and ENT Hospital,Private hospital,/url?q=http://www.gitanjalihospital.com/&opi=79508299&sa=U&ved=0ahUKEwj2z4OX4LyUAxU9R2cHHWFuJcEQ61gIFygS&usg=AOvVaw1BMI9O3gH7H7cpdt9_hKa-,4.4,,0471 232 6774,"Ganapathy Temple Road, near Manappuram Gold Loan Office, Vazhuthacaud, Thiruvananthapuram, Kerala 695014"
La Densitae Hair Transplant Clinic in Trivandrum,Hair transplantation clinic,/url?q=https://ladensitae.com/hair-transplant-in-trivandrum/&opi=79508299&sa=U&ved=0ahUKEwiaz6qZ4LyUAxVWSGwGHee_ELAQ61gIFygS&usg=AOvVaw3PsiUQ9agh0UBnhnERRB9Z,4.8,,096041 19966,"Seventh Floor, Nikunjam Saras Building, Pattom, Thiruvananthapuram, Kerala 695004"
Yana IVF - Yana Women's Hospital and Fertility Centre - Thiruvananthapuram,Fertility clinic,/url?q=https://yanaivf.com/%3Futm_source%3Dgmb%26utm_medium%3Dtvm%26utm_campaign%3Dorganic&opi=79508299&sa=U&ved=0ahUKEwiA367o3ryUAxVrzjgGHfQgD9YQ61gIlAUoEQ&usg=AOvVaw0ogWJXZu6_Xb7FtjxClBkE,4.8,,099957 77214,"1161-3, Kochannan mukk, Medical College, TC 96, Ulloor - Akkulam Rd, PO, PSC Nagar, Ulloor, Thiruvananthapuram, Kerala 695011"
ARYA NAVEEN / Physiotherapist /Thiruvananthapuram/ Remambika Pain Clinic and Physiotherapy Centre,Physiotherapy Center,,4.9,,090375 50424,"Remambika Poly Clinic, NCC Road, near Chinmaya Vidhyalaya, Vazhuthacaud, Thiruvananthapuram, Kerala 695010"
Dr.RK's Laser Skin Care Center,Skin care clinic,/url?q=http://laserskin.co.in/&opi=79508299&sa=U&ved=0ahUKEwiIgNWf4LyUAxVyS2cHHY4bAHoQ61gIFygS&usg=AOvVaw3l7wH8SgXcvWookFKfx3h_,4.1,,0471 232 6182,"1st Floor Vinayaka Tower, opposite Hercules Maruthi, near Junction, Jagathy, Thiruvananthapuram, Kerala 695014"
Pran Hospital,Hospital,/url?q=http://www.pranhospital.com/&opi=79508299&sa=U&ved=0ahUKEwiX8oaj4LyUAxXNXGcHHZwrDUMQ61gIFSgQ&usg=AOvVaw0bukhM2BtVB9xTK20D7Ag2,5.0,,085899 77470,"Near DMLP School, Oruvathilkotta, Anayara, P O, Thiruvananthapuram, Kerala 695029"
CLINIC,Medical clinic,,,,098951 99132,"Medical College, Sartha Pazhaya Road, Post, Thiruvananthapuram, Kerala 695011"
Chitra MultiSpeciality Dental Clinic,Dental clinic,/url?q=https://chitradentalclinics.com/&opi=79508299&sa=U&ved=0ahUKEwior6f_4LyUAxXaS2wGHUcCJ0sQ61gIFSgQ&usg=AOvVaw3YI39r8UzjpQgRm3aLa30j,4.9,,094474 78775,"opposite to Elamkulam mahadeva temple and SBI, Sreekaryam, Thiruvananthapuram, Kerala 695017"
WE CARE CLINIC,Business related,/url?q=https://drsimiharis.com/&opi=79508299&sa=U&ved=0ahUKEwiJwdiL4byUAxWsR2wGHWe0Bt8Q61gIFCgP&usg=AOvVaw3bcxbEwNPkX8iovcqlXfUI,4.6,,062384 49732,"GWMH+2GP, Kochulloor, Ulloor, Thiruvananthapuram, Kerala 695011"
Sree Avittam Thirunal Hospital(SAT),Hospital,/url?q=http://www.tmc.kerala.gov.in/&opi=79508299&sa=U&ved=0ahUKEwjC3ZSS4byUAxXYSGwGHf2OFWEQ61gIFCgP&usg=AOvVaw2SWzMMPt15xBshrBWKASjd,3.9,,0471 252 8386,"GWFF+4VW, Medical College Campus, Chalakkuzhi, Thiruvananthapuram, Kerala 695011"
Santhwana Hospital,Hospital,,3.0,,091884 29198,"NCC Rd, Samithy Nagar, Ambalamukku, Thiruvananthapuram, Kerala 695005"
Dr Kashi's Super Speciality Dental Centre,Dental clinic,/url?q=https://www.my-dentist.org/&opi=79508299&sa=U&ved=0ahUKEwjzypqY4byUAxXiSmwGHSVyCacQ61gIFygS&usg=AOvVaw1JNmB52VRsSxmYcdUvIO3G,4.9,,096452 29797,"TC 896/1, opposite SFS Icon Flat, Jawahar Nagar, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
Dr.Jose Mammen Clinic,Medical clinic,,5.0,,099466 99313,"M.G.Road, Salem - Kochi - Kanyakumari Highway, NSP Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Keyhole Clinic,Medical Center,/url?q=https://www.keyholeclinic.in/thiruvananthapuram/&opi=79508299&sa=U&ved=0ahUKEwit5Imf4byUAxV31TgGHb6bPIMQ61gIFCgR&usg=AOvVaw3KGPKCGeBzAlI4-uO81F2h,,,090483 35357,"Pattoor, Junction, Palayam Airport Rd, Vanchiyoor, Thiruvananthapuram, Kerala 695035"
Facelit Skin Hair Wellness,Skin care clinic,/url?q=https://facelit.in/&opi=79508299&sa=U&ved=0ahUKEwjK_M324byUAxWmzTgGHdOGKTIQ61gIFSgQ&usg=AOvVaw0gZGmzy8QAtsFY5RfuDGkn,4.9,,073566 57222,"C 10, Jawahar Nagar, Kowdiar, Thiruvananthapuram, Kerala 695003"
Elixir Ayurveda Hospital & Wellness Center,,/url?q=http://www.elixirayurveda.com/&opi=79508299&sa=U&ved=0ahUKEwiUuLWI4ryUAxVqSWwGHeD0NYAQ61gIFSgQ&usg=AOvVaw3WP_J5cwPEFvjt_HPfMRfi,4.9,,096333 52760,"TC 9/2310, Sreerangam Ln, B 9, Sasthamangalam, Thiruvananthapuram, Kerala 695010"
TSC Hospital,Private hospital,/url?q=https://www.tschospital.com/&opi=79508299&sa=U&ved=0ahUKEwj8o9eY4ryUAxVSxzgGHduhLX4Q61gIFSgQ&usg=AOvVaw1OfWClh8ZwO4q3R60NLqE5,4.2,,079948 73282,"NH 47, Bypass Road, Kulathoor, Thiruvananthapuram, Kerala 695583"
Precise Speciality Eye Care Thiruvananthapuram,Hospital,/url?q=http://www.preciseeye.in/&opi=79508299&sa=U&ved=0ahUKEwihooag4ryUAxWixzgGHYk8Hu4Q61gIFygS&usg=AOvVaw0EgVyAlAnI4MkDOmo-eKXY,4.8,,0471 356 6666,"Office, Turbo Plus Tower, Junction, near NGO Union Building, PMG, Thiruvananthapuram, Kerala 695033"
Mittayi clinic,Medical clinic,/url?q=https://www.mittayi.org/home/services&opi=79508299&sa=U&ved=0ahUKEwj1jvel4ryUAxUwRCoJHds9FQMQ61gIECgL&usg=AOvVaw0xvV60z-p9SLRMk6sWdMMA,5.0,,,"GWFF+CWH, Chalakkuzhi, Thiruvananthapuram, Kerala 695011"
Nirmala Hospital,Private hospital,,3.3,,0471 244 5320,"Medical College Junction, Chalakuzhy Rd, Chalakkuzhi, Thiruvananthapuram, Kerala 695011"
Chitra Multispeciality Dental Centre,Dental clinic,/url?q=https://chitradentalclinics.com/&opi=79508299&sa=U&ved=0ahUKEwjo4qi04ryUAxX7dmwGHTc6PTgQ61gIFygS&usg=AOvVaw2EOh9gH_2u7hq--Imx3D4O,5.0,,080752 01327,"First Floor, Adams Tower, Pattom - Kowdiar Rd, Pattom, Thiruvananthapuram, Kerala 695004"
Palazhi Multispeciality Ayush Clinic - Thirumala,Hospital,/url?q=https://palazhihealthcare.com/&opi=79508299&sa=U&ved=0ahUKEwjTncmk4LyUAxXmwjgGHcPzM0gQ61gIxAEoEQ&usg=AOvVaw1C6ewpJXVTBU5eak9eRh3x,4.9,,080753 20325,"ARAT, Aiswarya Residence Association, Ambadi, E-229, Nareencheril, Thiruvananthapuram, Kerala 695006"
Dr Akhil Krishna - AKNA Diabetes and Endocrine Centre,Endocrinologist,/url?q=http://www.aknahealth.com/&opi=79508299&sa=U&ved=0ahUKEwid66W147yUAxU54zgGHSlKKdMQ61gIEygO&usg=AOvVaw3ie6FTmC0WVTr0F7l2OjyL,4.8,,,"Kesavadasapuram Jct, opposite Nandilath Gmart, NSP Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Longevity Diet Clinic,Diabetes center,/url?q=http://www.longevitydietclinic.com/&opi=79508299&sa=U&ved=0ahUKEwj1grW547yUAxWmn2MGHf6NOaEQ61gIFSgQ&usg=AOvVaw1blOTNoNaEgYjZEXuIisMD,5.0,,070344 89100,"Mahatma Gandhi Rd, Opposite Secretariat, Palayam, Thiruvananthapuram, Kerala 695001"
Hindlabs Diagnostic Centre and Specialty Clinic,Diagnostic center,/url?q=http://www.hindlabs.in/&opi=79508299&sa=U&ved=0ahUKEwisxMC_47yUAxUyVWwGHRPaCb4Q61gIEygO&usg=AOvVaw37UgMHUgrdKMTg-6dIyr4Y,3.6,,0471 244 3445,"Chalakkuzhi, Thiruvananthapuram, Kerala 695011"
Vedic Wellness Center,Physiotherapist,,4.6,,094462 09885,"Blra2, Kesavadasapuram-Ulloor Rd, Kerala 695011"
Kaigo Home Healthcare,Home health care service,/url?q=https://kaigohomehealthcare.com/&opi=79508299&sa=U&ved=0ahUKEwia55PL47yUAxWZcGwGHQKgLIUQ61gIFygS&usg=AOvVaw3STPaq1S4px40HaHzCVnhs,4.7,,097780 09890,"2nd Floor, Preetha Building, to, Thirumala Rd, Poojapura, Thiruvananthapuram, Kerala 695012"
REVIV Trivandrum,IV therapy service,/url?q=http://www.revivme.com/&opi=79508299&sa=U&ved=0ahUKEwiRtvnP5LyUAxUATGwGHa42OycQ61gIFygS&usg=AOvVaw1zO1irA_XA6yS3nbVQ2gy3,4.7,,087146 97070,"G3, PPD Anthem, Devaswom Board Jct, Kowdiar, Thiruvananthapuram, Kerala 695003"
Amicus Plastic Surgery Clinic,Plastic surgeon,/url?q=http://www.amicusclinic.in/&opi=79508299&sa=U&ved=0ahUKEwjXu7T55LyUAxVDUGcHHSzvKc4Q61gIFygS&usg=AOvVaw0GfGNoQVEgR8AJ5MHxRPe1,4.7,,086060 29728,"Amicus Clinic, opposite Vydyuti Bhavan, Pattom, Thiruvananthapuram, Kerala 695004"
Royal Ortho Care,Orthopedic clinic,/url?q=https://royalorthocare.in/&opi=79508299&sa=U&ved=0ahUKEwihyer_5LyUAxXGS3ADHc7YCa0Q61gIFygS&usg=AOvVaw0KEMA4TuIqY_wGIfbQIZtE,5.0,,0471 460 1110,"Mfreem Plaza, Mosque Lane, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Allergy And Chest Clinic,Medical clinic,,1.0,,,"73, Chalakuzhy Rd, Aiswarya Nagar, Chalakkuzhi, Thiruvananthapuram, Kerala 695011"
Dr Jacob's Omega Dental Clinic & Implant Centre,Dental clinic,,4.8,,085909 82909,"Medical College, Pazhaya Rd, opp. Travancore Scans, near ICICI Bank & Mahamahal, Murinjapalam, Thiruvananthapuram, Kerala 695011"
